sample-id	year	season	sample location	location_filter	condition	locality	betaplus2	lab	betaplus	ID-sample location	old-ids	cond_year
RI-U17-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U17-A	WG 2018
RI-U17-B	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U17-B	WG 2018
RI-U18-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U18-A	WG 2018
RI-U18-B	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U18-B	WG 2018
RI-U19-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U19-A	WG 2018
RI-U19-B	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U19-B	WG 2018
RI-U2-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U2-A	WG 2018
RI-U2-B	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U2-B	WG 2018
RI-U20-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U20-A	WG 2018
RI-U20-B	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U20-B	WG 2018
RI-U3-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U3-A	WG 2018
RI-U3-B	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U3-B	WG 2018
RI-U4-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U4-A	WG 2018
RI-U4-B	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U4-B	WG 2018
RI-U5-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U5-A	WG 2018
RI-U5-B	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U5-B	WG 2018
RI-U6-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U6-A	WG 2018
RI-U6-B	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U6-B	WG 2018
RI-U7-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U7-A	WG 2018
RI-U7-B	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U7-B	WG 2018
RI-U8-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U8-A	WG 2018
RI-U8-B	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U8-B	WG 2018
RI-U9-A	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U9-A	WG 2018
SCH	2018	spring	Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2018		Riedelhäng 2018	RI	RI-U9-B	WG 2018
S1				empty	rm	0	0		 			rm 
S2				empty	rm	0	0		 			rm 
S3				empty	rm	0	0		 			rm 
S4				empty	rm	0	0		 			rm 
S5				empty	rm	0	0		 			rm 
S6				empty	rm	0	0		 			rm 
SC-U1-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U1-A	G 2018
SC-U10-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U10-A	G 2018
SC-U11-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U11-A	G 2018
SC-U12-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U12-A	G 2018
SC-U13-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U13-A	G 2018
SC-U14-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U14-A	G 2018
SC-U15-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U15-A	G 2018
SC-U16-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U16-A	G 2018
SC-U17-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U17-A	G 2018
SC-U18-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U18-A	G 2018
SC-U19-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U19-A	G 2018
SC-U2-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U2-A	G 2018
SC-U20-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U20-A	G 2018
SC-U3-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U3-A	G 2018
SC-U4-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U4-A	G 2018
SC-U5-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U5-A	G 2018
SC-U6-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U6-A	G 2018
SC-U7-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U7-A	G 2018
SC-U8-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U8-A	G 2018
SC-U9-A	2018	spring	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SC	SC-U9-A	G 2018
SCH-001-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-001-A	G 2019
SCH-001-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-001-A-2021	G 2021
SCH-001-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-001-B	G 2019
SCH-001-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-001-B-2021	G 2021
SCH-002-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-002-A	G 2019
SCH-002-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-002-A-2021	G 2021
SCH-002-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-002-B	G 2019
SCH-002-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-002-B-2021	G 2021
SCH-003-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-003-A	G 2019
SCH-003-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-003-A-2021	G 2021
SCH-003-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-003-B	G 2019
SCH-003-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-003-B-2021	G 2021
SCH-004-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-004-A	G 2019
SCH-004-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-004-A-2021	G 2021
SCH-004-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-004-B	G 2019
SCH-004-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-004-B-2021	G 2021
SCH-005-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-005-A	G 2019
SCH-005-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-005-A-2021	G 2021
SCH-005-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-005-B	G 2019
SCH-005-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-005-B-2021	G 2021
SCH-006-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-006-A	G 2019
SCH-006-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-006-A-2021	G 2021
SCH-006-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-006-B	G 2019
SCH-006-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-006-B-2021	G 2021
SCH-007-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-007-A	G 2019
SCH-007-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-007-A-2021	G 2021
SCH-007-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-007-B	G 2019
SCH-007-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-007-B-2021	G 2021
SCH-008-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-008-A	G 2019
SCH-008-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-008-A-2021	G 2021
SCH-008-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-008-B	G 2019
SCH-008-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-008-B-2021	G 2021
SCH-009-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-009-A	G 2019
SCH-009-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-009-A-2021	G 2021
SCH-009-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-009-B	G 2019
SCH-009-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-009-B-2021	G 2021
SCH-010-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-010-A	G 2019
SCH-010-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-010-A-2021	G 2021
SCH-010-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-010-B	G 2019
SCH-010-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-010-B-2021	G 2021
SCH-011-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-011-A	G 2019
SCH-011-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-011-A-2021	G 2021
SCH-011-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-011-B	G 2019
SCH-011-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-011-B-2021	G 2021
SCH-012-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-012-A	G 2019
SCH-012-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-012-A-2021	G 2021
SCH-012-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-012-B	G 2019
SCH-012-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-012-B-2021	G 2021
SCH-013-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-013-A	G 2019
SCH-013-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-013-A-2021	G 2021
SCH-013-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-013-B	G 2019
SCH-013-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-013-B-2021	G 2021
SCH-014-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-014-A	G 2019
SCH-014-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-014-A-2021	G 2021
SCH-014-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-014-B	G 2019
SCH-014-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-014-B-2021	G 2021
SCH-015-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-015-A	G 2019
SCH-015-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-015-A-2021	G 2021
SCH-015-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-015-B	G 2019
SCH-015-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-015-B-2021	G 2021
SCH-016-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-016-A	G 2019
SCH-016-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-016-A-2021	G 2021
SCH-016-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-016-B	G 2019
SCH-016-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-016-B-2021	G 2021
SCH-017-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-017-A	G 2019
SCH-017-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-017-A-2021	G 2021
SCH-017-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-017-B	G 2019
SCH-017-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-017-B-2021	G 2021
SCH-018-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-018-A	G 2019
SCH-018-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-018-A-2021	G 2021
SCH-018-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-018-B	G 2019
SCH-018-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-018-B-2021	G 2021
SCH-019-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-019-A	G 2019
SCH-019-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-019-A-2021	G 2021
SCH-019-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-019-B	G 2019
SCH-019-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-019-B-2021	G 2021
SCH-020-A	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-020-A	G 2019
SCH-020-A-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-020-A-2021	G 2021
SCH-020-B	2019	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2019		Scheuereck 2019	SCH	SCH-020-B	G 2019
SCH-020-B-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-020-B-2021	G 2021
SCH-F-01-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-F-01-2021	G 2021
SCH-F-02-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-F-02-2021	G 2021
SCH-F-03	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-F-03-2021	G 2021
SCH-F-04-2021	2021	winter	Scheuereck	ok	G	Scheuereck	Scheuereck 2021		Scheuereck 2021	SCH	SCH-F-04-2021	G 2021
SCH2-U1-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U1-A	G 2018
SCH2-U1-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U1-B	G 2018
SCH2-U10-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U10-A	G 2018
SCH2-U10-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U10-B	G 2018
SCH2-U11-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U11-A	G 2018
SCH2-U11-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U11-B	G 2018
SCH2-U12-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U12-A	G 2018
SCH2-U12-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U12-B	G 2018
SCH2-U13-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U13-A	G 2018
SCH2-U13-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U13-B	G 2018
SCH2-U14-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U14-A	G 2018
SCH2-U14-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U14-B	G 2018
SCH2-U15-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U15-A	G 2018
SCH2-U15-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U15-B	G 2018
SCH2-U16-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U16-A	G 2018
SCH2-U16-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U16-B	G 2018
SCH2-U17-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U17-A	G 2018
SCH2-U17-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U17-B	G 2018
SCH2-U18-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U18-A	G 2018
SCH2-U18-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U18-B	G 2018
SCH2-U19-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U19-A	G 2018
SCH2-U19-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U19-B	G 2018
SCH2-U2-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U2-A	G 2018
SCH2-U2-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U2-B	G 2018
SCH2-U20-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U20-A	G 2018
SCH2-U20-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U20-B	G 2018
SCH2-U3-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U3-A	G 2018
SCH2-U3-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U3-B	G 2018
SCH2-U4-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U4-A	G 2018
SCH2-U4-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U4-B	G 2018
SCH2-U5-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U5-A	G 2018
SCH2-U5-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U5-B	G 2018
SCH2-U6-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U6-A	G 2018
SCH2-U6-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U6-B	G 2018
SCH2-U7-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U7-A	G 2018
SCH2-U7-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U7-B	G 2018
SCH2-U8-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U8-A	G 2018
SCH2-U8-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U8-B	G 2018
SCH2-U9-A	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U9-A	G 2018
SCH2-U9-B	2018	summer	Scheuereck	ok	G	Scheuereck	Scheuereck 2018		Scheuereck 2018	SCH 2	SCH2-U9-B	G 2018
VAH-001-A	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-001-A	WG 2019
VAH-001-B	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-001-B	WG 2019
VAH-002-A	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-002-A	WG 2019
VAH-002-B	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-002-B	WG 2019
VAH-003-A	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-003-A	WG 2019
VAH-003-B	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-003-B	WG 2019
VAH-004-A	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-004-A	WG 2019
VAH-004-B	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-004-B	WG 2019
VAH-005-A	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-005-A	WG 2019
VAH-005-B	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-005-B	WG 2019
VAH-006-A	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-006-A	WG 2019
VAH-006-B	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-006-B	WG 2019
VAH-007-A	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-007-A	WG 2019
VAH-007-B	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-007-B	WG 2019
VAH-008-A	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-008-A	WG 2019
VAH-008-B	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-008-B	WG 2019
VAH-009-A	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-009-A	WG 2019
VAH-009-B	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-009-B	WG 2019
VAH-010-A	2019	winter	Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2019		Ahornschachten 2019	VAH	VAH-010-A	WG 2019
