sample-id	year	season	sample location	location_filter	condition	locality	betaplus2	lab	betaplus	ID-sample location	old-ids	cond_year
2	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
3	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
4	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
5	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
7	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
8	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
9	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
10	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
11	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
12	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
13	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
14	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
15	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
16	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
17	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
18	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
19	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
20	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
21	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
22	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
23	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
24	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
25	2017		Reschbachtal	ok	FL	FL	FL 2017		Reschbachtal 2017			FL 2017
26	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
28	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
29	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
30	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
31	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
32	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
33	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
34	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
35	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
36	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
37	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
38	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
39	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
40	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
41	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
42	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
43	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
44	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
45	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
46	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
47	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
48	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
49	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
50	2017		Ahornschachten	ok	WG	Ahornschachten	Ahornschachten 2017		Ahornschachten 2017			WG 2017
51	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
52	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
53	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
54	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
55	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
56	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
57	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
58	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
59	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
60	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
61	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
62	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
63	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
64	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
65	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
66	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
67	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
68	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
69	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
70	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
71	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
72	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
73	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
74	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
75	2017		Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2017		Neuhüttenwiese 2017			WG 2017
76	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
77	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
78	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
79	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
80	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
81	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
82	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
83	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
84	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
85	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
86	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
87	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
88	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
89	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
90	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
91	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
92	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
93	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
94	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
95	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
96	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
97	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
98	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
99	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
100	2017		Riedelhäng	ok	WG	Riedelhäng	Riedelhäng 2017		Riedelhäng 2017			WG 2017
101	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
102	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
103	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
104	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
105	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
106	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
107	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
108	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
109	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
110	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
111	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
112	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
113	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
114	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
115	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
116	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
117	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
118	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
119	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
120	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
121	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
122	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
123	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
124	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
125	2017		Buchenau	ok	WG	Buchenau	Buchenau 2017		Buchenau 2017			WG 2017
126	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
127	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
128	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
129	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
130	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
131	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
132	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
133	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
134	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
135	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
136	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
137	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
138	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
139	2017		Zwieslerwaldhaus	ok	FL	FL	FL 2017		Zwieslerwaldhaus 2017			FL 2017
002A	2020			empty	FL	FL	FL 2020		2020			FL 2020
002B	2020			empty	FL	FL	FL 2020		2020			FL 2020
003A	2020			empty	FL	FL	FL 2020		2020			FL 2020
003B	2020			empty	FL	FL	FL 2020		2020			FL 2020
004A	2020			empty	FL	FL	FL 2020		2020			FL 2020
004B	2020			empty	FL	FL	FL 2020		2020			FL 2020
005A	2020			empty	FL	FL	FL 2020		2020			FL 2020
005B	2020			empty	FL	FL	FL 2020		2020			FL 2020
006A	2020			empty	FL	FL	FL 2020		2020			FL 2020
007A	2020			empty	FL	FL	FL 2020		2020			FL 2020
007B	2020			empty	FL	FL	FL 2020		2020			FL 2020
008A	2020			empty	FL	FL	FL 2020		2020			FL 2020
008B	2020			empty	FL	FL	FL 2020		2020			FL 2020
009A	2020			empty	FL	FL	FL 2020		2020			FL 2020
009B	2020			empty	FL	FL	FL 2020		2020			FL 2020
010A	2020			empty	FL	FL	FL 2020		2020			FL 2020
010B	2020			empty	FL	FL	FL 2020		2020			FL 2020
011A	2020			empty	FL	FL	FL 2020		2020			FL 2020
011B	2020			empty	FL	FL	FL 2020		2020			FL 2020
012A	2020			empty	FL	FL	FL 2020		2020			FL 2020
012B	2020			empty	FL	FL	FL 2020		2020			FL 2020
013A	2020			empty	FL	FL	FL 2020		2020			FL 2020
014A	2020			empty	FL	FL	FL 2020		2020			FL 2020
014B	2020			empty	FL	FL	FL 2020		2020			FL 2020
015A	2020			empty	FL	FL	FL 2020		2020			FL 2020
015B	2020			empty	FL	FL	FL 2020		2020			FL 2020
017A	2020			empty	FL	FL	FL 2020		2020			FL 2020
017B	2020			empty	FL	FL	FL 2020		2020			FL 2020
018A	2020			empty	FL	FL	FL 2020		2020			FL 2020
018B	2020			empty	FL	FL	FL 2020		2020			FL 2020
019A	2020			empty	FL	FL	FL 2020		2020			FL 2020
019B	2020			empty	FL	FL	FL 2020		2020			FL 2020
020A	2020			empty	FL	FL	FL 2020		2020			FL 2020
021A	2020			empty	FL	FL	FL 2020		2020			FL 2020
021B	2020			empty	FL	FL	FL 2020		2020			FL 2020
022B	2020			empty	FL	FL	FL 2020		2020			FL 2020
023A	2020			empty	FL	FL	FL 2020		2020			FL 2020
024A	2020			empty	FL	FL	FL 2020		2020			FL 2020
025A	2020			empty	FL	FL	FL 2020		2020			FL 2020
026B	2020			empty	FL	FL	FL 2020		2020			FL 2020
027A	2020			empty	FL	FL	FL 2020		2020			FL 2020
028A	2020			empty	FL	FL	FL 2020		2020			FL 2020
029A	2020			empty	FL	FL	FL 2020		2020			FL 2020
030A	2020			empty	FL	FL	FL 2020		2020			FL 2020
030B	2020			empty	FL	FL	FL 2020		2020			FL 2020
031A	2020			empty	FL	FL	FL 2020		2020			FL 2020
031B	2020			empty	FL	FL	FL 2020		2020			FL 2020
032A	2020			empty	FL	FL	FL 2020		2020			FL 2020
032B	2020			empty	FL	FL	FL 2020		2020			FL 2020
032C	2020			empty	FL	FL	FL 2020		2020			FL 2020
033A	2020			empty	FL	FL	FL 2020		2020			FL 2020
033B	2020			empty	FL	FL	FL 2020		2020			FL 2020
034A	2020			empty	FL	FL	FL 2020		2020			FL 2020
034B	2020			empty	FL	FL	FL 2020		2020			FL 2020
035A	2020			empty	FL	FL	FL 2020		2020			FL 2020
035B	2020			empty	FL	FL	FL 2020		2020			FL 2020
035C	2020			empty	FL	FL	FL 2020		2020			FL 2020
036A	2020			empty	FL	FL	FL 2020		2020			FL 2020
036B	2020			empty	FL	FL	FL 2020		2020			FL 2020
036C	2020			empty	FL	FL	FL 2020		2020			FL 2020
037A	2020			empty	FL	FL	FL 2020		2020			FL 2020
037B	2020			empty	FL	FL	FL 2020		2020			FL 2020
037C	2020			empty	FL	FL	FL 2020		2020			FL 2020
038A	2020			empty	FL	FL	FL 2020		2020			FL 2020
038B	2020			empty	FL	FL	FL 2020		2020			FL 2020
039A	2020			empty	FL	FL	FL 2020		2020			FL 2020
039B	2020			empty	FL	FL	FL 2020		2020			FL 2020
039C	2020			empty	FL	FL	FL 2020		2020			FL 2020
040A	2020			empty	FL	FL	FL 2020		2020			FL 2020
040B	2020			empty	FL	FL	FL 2020		2020			FL 2020
040C	2020			empty	FL	FL	FL 2020		2020			FL 2020
041A	2020			empty	FL	FL	FL 2020		2020			FL 2020
041B	2020			empty	FL	FL	FL 2020		2020			FL 2020
041C	2020			empty	FL	FL	FL 2020		2020			FL 2020
042A	2020			empty	FL	FL	FL 2020		2020			FL 2020
042B	2020			empty	FL	FL	FL 2020		2020			FL 2020
043A	2020			empty	FL	FL	FL 2020		2020			FL 2020
043B	2020			empty	FL	FL	FL 2020		2020			FL 2020
044A	2020			empty	FL	FL	FL 2020		2020			FL 2020
045A	2020			empty	FL	FL	FL 2020		2020			FL 2020
045B	2020			empty	FL	FL	FL 2020		2020			FL 2020
045C	2020			empty	FL	FL	FL 2020		2020			FL 2020
046A	2020			empty	FL	FL	FL 2020		2020			FL 2020
046B	2020			empty	FL	FL	FL 2020		2020			FL 2020
047A	2020			empty	FL	FL	FL 2020		2020			FL 2020
048A	2020			empty	FL	FL	FL 2020		2020			FL 2020
048B	2020			empty	FL	FL	FL 2020		2020			FL 2020
049A	2020			empty	FL	FL	FL 2020		2020			FL 2020
049B	2020			empty	FL	FL	FL 2020		2020			FL 2020
050A	2020			empty	FL	FL	FL 2020		2020			FL 2020
050B	2020			empty	FL	FL	FL 2020		2020			FL 2020
050C	2020			empty	FL	FL	FL 2020		2020			FL 2020
051A	2020			empty	FL	FL	FL 2020		2020			FL 2020
051B	2020			empty	FL	FL	FL 2020		2020			FL 2020
051C	2020			empty	FL	FL	FL 2020		2020			FL 2020
052A	2020			empty	FL	FL	FL 2020		2020			FL 2020
052B	2020			empty	FL	FL	FL 2020		2020			FL 2020
053A	2020			empty	FL	FL	FL 2020		2020			FL 2020
053B	2020			empty	FL	FL	FL 2020		2020			FL 2020
054A	2020			empty	FL	FL	FL 2020		2020			FL 2020
054B	2020			empty	FL	FL	FL 2020		2020			FL 2020
054C	2020			empty	FL	FL	FL 2020		2020			FL 2020
055A	2020			empty	FL	FL	FL 2020		2020			FL 2020
055B	2020			empty	FL	FL	FL 2020		2020			FL 2020
055C	2020			empty	FL	FL	FL 2020		2020			FL 2020
056A	2020			empty	FL	FL	FL 2020		2020			FL 2020
056B	2020			empty	FL	FL	FL 2020		2020			FL 2020
056C	2020			empty	FL	FL	FL 2020		2020			FL 2020
057A	2020			empty	FL	FL	FL 2020		2020			FL 2020
057B	2020			empty	FL	FL	FL 2020		2020			FL 2020
057C	2020			empty	FL	FL	FL 2020		2020			FL 2020
058A	2020			empty	FL	FL	FL 2020		2020			FL 2020
059A	2020			empty	FL	FL	FL 2020		2020			FL 2020
059B	2020			empty	FL	FL	FL 2020		2020			FL 2020
059C	2020			empty	FL	FL	FL 2020		2020			FL 2020
060A	2020			empty	FL	FL	FL 2020		2020			FL 2020
060B	2020			empty	FL	FL	FL 2020		2020			FL 2020
060C	2020			empty	FL	FL	FL 2020		2020			FL 2020
061A	2020			empty	FL	FL	FL 2020		2020			FL 2020
061B	2020			empty	FL	FL	FL 2020		2020			FL 2020
061C	2020			empty	FL	FL	FL 2020		2020			FL 2020
062A	2020			empty	FL	FL	FL 2020		2020			FL 2020
062B	2020			empty	FL	FL	FL 2020		2020			FL 2020
062C	2020			empty	FL	FL	FL 2020		2020			FL 2020
063A	2020			empty	FL	FL	FL 2020		2020			FL 2020
063B	2020			empty	FL	FL	FL 2020		2020			FL 2020
064A	2020			empty	FL	FL	FL 2020		2020			FL 2020
064B	2020			empty	FL	FL	FL 2020		2020			FL 2020
065A	2020			empty	FL	FL	FL 2020		2020			FL 2020
065B	2020			empty	FL	FL	FL 2020		2020			FL 2020
065C	2020			empty	FL	FL	FL 2020		2020			FL 2020
066A	2020			empty	FL	FL	FL 2020		2020			FL 2020
066B	2020			empty	FL	FL	FL 2020		2020			FL 2020
066C	2020			empty	FL	FL	FL 2020		2020			FL 2020
067A	2020			empty	FL	FL	FL 2020		2020			FL 2020
067B	2020			empty	FL	FL	FL 2020		2020			FL 2020
067C	2020			empty	FL	FL	FL 2020		2020			FL 2020
068A	2020			empty	FL	FL	FL 2020		2020			FL 2020
068B	2020			empty	FL	FL	FL 2020		2020			FL 2020
068C	2020			empty	FL	FL	FL 2020		2020			FL 2020
069A	2020			empty	FL	FL	FL 2020		2020			FL 2020
069B	2020			empty	FL	FL	FL 2020		2020			FL 2020
069C	2020			empty	FL	FL	FL 2020		2020			FL 2020
070A	2020			empty	FL	FL	FL 2020		2020			FL 2020
070B	2020			empty	FL	FL	FL 2020		2020			FL 2020
070C	2020			empty	FL	FL	FL 2020		2020			FL 2020
071A	2020			empty	FL	FL	FL 2020		2020			FL 2020
071B	2020			empty	FL	FL	FL 2020		2020			FL 2020
071C	2020			empty	FL	FL	FL 2020		2020			FL 2020
072A	2020			empty	FL	FL	FL 2020		2020			FL 2020
072B	2020			empty	FL	FL	FL 2020		2020			FL 2020
072C	2020			empty	FL	FL	FL 2020		2020			FL 2020
073A	2020			empty	FL	FL	FL 2020		2020			FL 2020
073B	2020			empty	FL	FL	FL 2020		2020			FL 2020
073C	2020			empty	FL	FL	FL 2020		2020			FL 2020
074A	2020			empty	FL	FL	FL 2020		2020			FL 2020
074B	2020			empty	FL	FL	FL 2020		2020			FL 2020
074C	2020			empty	FL	FL	FL 2020		2020			FL 2020
075A	2020			empty	FL	FL	FL 2020		2020			FL 2020
075B	2020			empty	FL	FL	FL 2020		2020			FL 2020
075C	2020			empty	FL	FL	FL 2020		2020			FL 2020
076A	2020			empty	FL	FL	FL 2020		2020			FL 2020
076B	2020			empty	FL	FL	FL 2020		2020			FL 2020
076C	2020			empty	FL	FL	FL 2020		2020			FL 2020
077A	2020			empty	FL	FL	FL 2020		2020			FL 2020
077B	2020			empty	FL	FL	FL 2020		2020			FL 2020
077C	2020			empty	FL	FL	FL 2020		2020			FL 2020
078A	2020			empty	FL	FL	FL 2020		2020			FL 2020
078B	2020			empty	FL	FL	FL 2020		2020			FL 2020
078C	2020			empty	FL	FL	FL 2020		2020			FL 2020
079A	2020			empty	FL	FL	FL 2020		2020			FL 2020
079B	2020			empty	FL	FL	FL 2020		2020			FL 2020
079C	2020			empty	FL	FL	FL 2020		2020			FL 2020
080A	2020			empty	FL	FL	FL 2020		2020			FL 2020
080B	2020			empty	FL	FL	FL 2020		2020			FL 2020
080C	2020			empty	FL	FL	FL 2020		2020			FL 2020
081A	2020			empty	FL	FL	FL 2020		2020			FL 2020
081B	2020			empty	FL	FL	FL 2020		2020			FL 2020
081C	2020			empty	FL	FL	FL 2020		2020			FL 2020
082A	2020			empty	FL	FL	FL 2020		2020			FL 2020
082C	2020			empty	FL	FL	FL 2020		2020			FL 2020
083A	2020			empty	FL	FL	FL 2020		2020			FL 2020
083B	2020			empty	FL	FL	FL 2020		2020			FL 2020
083C	2020			empty	FL	FL	FL 2020		2020			FL 2020
084A	2020			empty	FL	FL	FL 2020		2020			FL 2020
084B	2020			empty	FL	FL	FL 2020		2020			FL 2020
084C	2020			empty	FL	FL	FL 2020		2020			FL 2020
085A	2020			empty	FL	FL	FL 2020		2020			FL 2020
085B	2020			empty	FL	FL	FL 2020		2020			FL 2020
086A	2020			empty	FL	FL	FL 2020		2020			FL 2020
086B	2020			empty	FL	FL	FL 2020		2020			FL 2020
086C	2020			empty	FL	FL	FL 2020		2020			FL 2020
087A	2020			empty	FL	FL	FL 2020		2020			FL 2020
087B	2020			empty	FL	FL	FL 2020		2020			FL 2020
087C	2020			empty	FL	FL	FL 2020		2020			FL 2020
088A	2020			empty	FL	FL	FL 2020		2020			FL 2020
089A	2020			empty	FL	FL	FL 2020		2020			FL 2020
089B	2020			empty	FL	FL	FL 2020		2020			FL 2020
089C	2020			empty	FL	FL	FL 2020		2020			FL 2020
090A	2020			empty	FL	FL	FL 2020		2020			FL 2020
090B	2020			empty	FL	FL	FL 2020		2020			FL 2020
090C	2020			empty	FL	FL	FL 2020		2020			FL 2020
091A	2020			empty	FL	FL	FL 2020		2020			FL 2020
091B	2020			empty	FL	FL	FL 2020		2020			FL 2020
091C	2020			empty	FL	FL	FL 2020		2020			FL 2020
092A	2020			empty	FL	FL	FL 2020		2020			FL 2020
092B	2020			empty	FL	FL	FL 2020		2020			FL 2020
092C	2020			empty	FL	FL	FL 2020		2020			FL 2020
093A	2020			empty	FL	FL	FL 2020		2020			FL 2020
093B	2020			empty	FL	FL	FL 2020		2020			FL 2020
093C	2020			empty	FL	FL	FL 2020		2020			FL 2020
094A	2020			empty	FL	FL	FL 2020		2020			FL 2020
094B	2020			empty	FL	FL	FL 2020		2020			FL 2020
094C	2020			empty	FL	FL	FL 2020		2020			FL 2020
095A	2020			empty	FL	FL	FL 2020		2020			FL 2020
095B	2020			empty	FL	FL	FL 2020		2020			FL 2020
095C	2020			empty	FL	FL	FL 2020		2020			FL 2020
096C	2020			empty	FL	FL	FL 2020		2020			FL 2020
097A	2020			empty	FL	FL	FL 2020		2020			FL 2020
